ID,Frame #,Sentence,Verb,Object,Envoked Frame,,Ground Truth (Manually Checking),,Frame Definition,Notes,,Predicted Frame
9,10,I push the door.,push,door,,,,,,,,
9,11,I push the door.,push,door,,,,,,,,
9,12,I push the door.,push,door,,,,,,,,
9,13,I push the door.,push,door,,,,,,,,
9,14,I push the door.,push,door,,,,,,,,
10,1,I replace the door.,replace,door,Replacing,,yes,,"An Agent changes the filler of a  Role by placing a New filler in the position after the Old filler ceases to occupy the position.  Often this entails the Agent removing the Old filler.  In most cases the Role is implicit.  'If you replace me with a robot, who's gonna make excuses to your wife for you?'  'Following Keating 's resignation from the Cabinet Hawke immediately replaced him as Deputy Prime Minister with Brian Howe , Minister for Community Services and Health.' ",Confidence: 0.920,,v
10,2,I replace the door.,replace,door,Take_place_of,,yes,,"A New filler occupies a Role or serves a Function after the Old filler ceases to occupy the position.  In many cases, the Role or Function is implicit.   'Gas can substitute entirely for petrol.' 'Sometime in the 1880s gas replaced oil for manufacturing fuel.' 'Twelve years later, oil replaced coal as the energy of choice.' 'Honey can replace sugar in this recipe.'",Confidence: 0.913,,v
10,3,I replace the door.,replace,door,,,,,,,,
10,4,I replace the door.,replace,door,,,,,,,,
10,5,I replace the door.,replace,door,,,,,,,,
10,6,I replace the door.,replace,door,,,,,,,,
10,7,I replace the door.,replace,door,,,,,,,,
10,8,I replace the door.,replace,door,,,,,,,,
10,9,I replace the door.,replace,door,,,,,,,,
10,10,I replace the door.,replace,door,,,,,,,,
10,11,I replace the door.,replace,door,,,,,,,,
10,12,I replace the door.,replace,door,,,,,,,,
10,13,I replace the door.,replace,door,,,,,,,,
10,14,I replace the door.,replace,door,,,,,,,,
11,1,I sharpen the pencil.,sharpen,pencil,Cause_to_be_sharp,,yes,,An Agent or Cause makes a Patient sharper or duller.  An Instrument or Means may be mentioned.  'John is in the basement sharpening his axe.',Confidence: 0.696,,
11,2,I sharpen the pencil.,sharpen,pencil,,,,,,,,
11,3,I sharpen the pencil.,sharpen,pencil,,,,,,,,
11,4,I sharpen the pencil.,sharpen,pencil,,,,,,,,
11,5,I sharpen the pencil.,sharpen,pencil,,,,,,,,
11,6,I sharpen the pencil.,sharpen,pencil,,,,,,,,
11,7,I sharpen the pencil.,sharpen,pencil,,,,,,,,
11,8,I sharpen the pencil.,sharpen,pencil,,,,,,,,
11,9,I sharpen the pencil.,sharpen,pencil,,,,,,,,
11,10,I sharpen the pencil.,sharpen,pencil,,,,,,,,
11,11,I sharpen the pencil.,sharpen,pencil,,,,,,,,
11,12,I sharpen the pencil.,sharpen,pencil,,,,,,,,
11,13,I sharpen the pencil.,sharpen,pencil,,,,,,,,
11,14,I sharpen the pencil.,sharpen,pencil,,,,,,,,
12,1,I break the pencil.,break,pencil,Activity_pause,,no,,An Agent pauses in the course of an Activity. '' 'The government froze settlement construction in 1992 to facilitate peace talks.'  'The lifting of the nuclear freeze was deemed necessary to generate needed electricity.',Confidence: 0.890,,v
12,2,I break the pencil.,break,pencil,Compliance,,no,,"This frame concerns Acts and State_of_Affairs for which Protagonists are responsible and which either follow or violate some set of rules  or Norms. '' 'A lot of people suspect that blocking savers' access to their money violates the new constitution's explicit ban on compulsory loans to the government.'  'Not that by adhering to the subject-before-predicate principle, the translator of the above extract has had to ignore the principle of end-weight.'",Confidence: 0.862,,v
12,3,I break the pencil.,break,pencil,Render_nonfunctional,,yes,,An Agent affects an Artifact so that it is no longer capable of performing its inherent function.  'I broke the TV.',Confidence: 0.854,,v
12,4,I break the pencil.,break,pencil,Breaking_out_captive,,no,,An Agent brings about the end of a Theme's captivity at a Location_of_confinement in contravention of the plans or desires of a captor.  'His accomplice freed him from Sing Sing prison thanks to his disguise.' ,Confidence: 0.851,,v
12,5,I break the pencil.,break,pencil,Experience_bodily_harm,,no,,"An Experiencer is involved in a bodily injury to a Body_part.  (In some cases, no Body_part need be indicated.)  Often an Injuring_entity on which the Experiencer injures themselves is mentioned. 'I think that I hurt myself pretty bad back there.' 'He smacked his head on the mantel getting up from poking at the fire.'",Confidence: 0.797,,v
12,6,I break the pencil.,break,pencil,Breaking_off,,yes,,An single Subpart breaks off from a Whole.  'The original sword may have chipped off of the statue long ago.',Confidence: 0.786,,v
12,7,I break the pencil.,break,pencil,Catching_fire,,no,,"A Fuel, some flammable object or substance, ends up on fire.  In this frame, the cause of the fire is not the primary concern, but rather the fact that a fire started.  In rare cases, only the Fire is mentioned and the associated Fuel is not.  '' This frame does not include phrases like ""a fire broke out"" or ""the conflagration started in the bedroom"" as these are deemed to be compositional (see Process_start and Fire_burning).",Confidence: 0.782,,v
12,8,I break the pencil.,break,pencil,Process_start,,no,,An Event begins at a certain Time and Place. Reason may also be indicated.  NB:  Refer to Event frame.  'The project began.',Confidence: 0.759,,v
12,9,I break the pencil.,break,pencil,Cause_harm,,no,,"The words in this frame describe situations in which an Agent or a Cause injures a Victim. The Body_part of the Victim which is most directly affected may also be mentioned in the place of the Victim.  In such cases, the Victim is often indicated as a genitive modifier of the Body_part, in which case the Victim FE is indicated on a second FE layer. '' 'Rod saw his father beating his mother.'  'In the end Wormtongue is fed up with being beaten so he cuts Saruman's throat to free himself.'  'A mother stabbed to death by her husband made a secret will stating that he must never be allowed to care for their son.'",Confidence: 0.726,,v
12,10,I break the pencil.,break,pencil,Ingestion,,no,,"An Ingestor consumes food or drink (Ingestibles), which entails putting the Ingestibles in the mouth for delivery to the digestive system.  This may include the use of an Instrument.  Sentences that describe the provision of food to others are NOT included in this frame.  'The wolves devoured the carcass completely.'",Confidence: 0.431,,
12,11,I break the pencil.,break,pencil,Cause_to_fragment,,yes,,"An Agent suddenly and often violently separates the Whole_patient into two or more smaller Pieces, resulting in the Whole_patient no longer existing as such.  Several lexical items are marked with the semantic type Negative, which indicates that the fragmentation is necessarily judged as injurious to the original Whole_patient.  Compare this frame with Damaging, Render_non-functional, and Removing.  'He ripped up the letter faster than you can say ""Jack Robbins"". INI' 'Don't go in there or you 'll be torn to bits! CNI' 'She shattered the vase with a casual backhand blow to make it look like there had been a struggle. INI' 'Tear into 6"" strips, each about one inch wide, then bake at 400. CNI CNI'",Confidence: 0.127,,
12,12,I break the pencil.,break,pencil,Breaking_apart,,yes,,"A Whole breaks apart into Pieces, resulting in the loss of the Whole (and in most cases, no piece that has a separate function).  'The plane violently broke apart in mid-air.'  'And then, I finally realized that it must have been the case that a meteorite broke apart into at least 3 large pieces.'  Many of these verbs can also refer metaphorically to the breaking apart of institutions. (See the frame for ""schism"".)",Confidence: 0.083,,
12,13,I break the pencil.,break,pencil,,,,,,,,
12,14,I break the pencil.,break,pencil,,,,,,,,
13,1,I use the pencil.,use,pencil,Using,,yes,,"An Agent manipulates an Instrument in order to achieve a Purpose.  'For cold conditions, we recommend that you use a heat gun or a hair dryer to make the adhesive work better. '",Confidence: 0.900,,v
13,2,I use the pencil.,use,pencil,Causation,,no,,"A Cause causes an Effect.  Alternatively, an Actor, a participant of a (implicit) Cause, may stand in for the Cause.  The entity Affected by the Causation may stand in for the overall Effect situation or event.   '' Those frames that inherit the Causation frame have as their background the idea that some event is responsible for the occurrence of another event (or state).  In the  inheriting frame, typically an FE like Agent or Causer is proposed in the place of the Actor, but in the daughter frames, as in this frame, the Actor is semantically dependent on the idea of a Cause (an event or state-of-affairs) that the Actor is a participant in.  Similarly, most inheriting frames profile only the Affected entity, not the full Effect situation which is often incorporated into the frame or the particular target.  So, for example, paint.v in the Filling frame entails the final situation of something (the Affected) being covered in paint (the Effect).  'He made me angry.'  'If such a small earthquake causes problems, just imagine a big one!'  'The strange mutations of the rumor mill in the end led to it being said that he was actually a woman.'  'You 've made it impossible to continue!'  'The ending left me feeling kinda empty.'",Confidence: 0.868,,v
13,3,I use the pencil.,use,pencil,Judgment_communication,,no,,"A Communicator communicates a judgment of an Evaluee to an Addressee.  The judgment may be positive (e.g. praise) or negative (e.g. criticize), and this is indicated by the semantic types Positive and Negative attached to the lexical units.  This frame does not contain words where Evaluee and the Addressee are necessarily the same .  'I commended his handling of the crisis.' 'Gaston denounced him to the committee.' This is distinct from the Judgment frame in that it involves the communication of an evaluation, rather than merely forming and holding a particular evaluation.",Confidence: 0.833,,v
13,4,I use the pencil.,use,pencil,Judgment,,no,,"A Cognizer makes a judgment about an Evaluee. The judgment may be positive (e.g. respect) or negative (e.g. condemn), and this information is recorded in the semantic types Positive and Negative on the Lexical Units of this frame. There may be a specific Reason for the Cognizer's judgment, or there may be a capacity or Role in which the Evaluee is judged.  '' This frame is distinct from the Judgment_communication frame in that this frame does not involve the Cognizer communicating his or her judgment to an Addressee.   'JUDGMENT:  She admired Einstein for his character.' 'JUDGMENT_COMMUNICATION:  She accused Einstein of collusion.' '' Currently, however, some lexical units and annotation for both remain in this frame.",Confidence: 0.814,,v
13,5,I use the pencil.,use,pencil,Cause_to_start,,no,,"A Cause, animate or inanimate, causes a process, the Effect, to begin.  'The murder of Sergei Kirov set off a chain of events that culminated in the Great Terror of the 1930s.'  'Space email sparked astronaut jealousy.'  'A crime surge in a former coal town prompted a crackdown on illegal immigrants'.",Confidence: 0.745,,v
13,6,I use the pencil.,use,pencil,Reading_perception,,no,,"The Reader attends to a Text to process its information.  Sometimes a particular kind of Sought_phenomenon is sought in the Text. '' The metaphor which allows motion verbs plus ""through"" to express reading (e.g. ""went through the text"", ""slogging through the phonebook"", ""sped through the dialogue passages"") is considered to be productive, and thus should be annotated in the Motion frames.  The metaphor applies most productively to motion verbs that do not specify motor program and either specify no manner information at all (e.g. ""go"") or only specify the manner of motion in terms of difficulty and/or speed (""slog"", ""speed""), although other verbs with specific information (""saunter"", ""swim"") may occur in more colorful usage.  'I read A Tale of Two Cities last night.' ",Confidence: 0.744,,v
13,7,I use the pencil.,use,pencil,Cause_to_amalgamate,,no,,"These words refer to an Agent joining Parts to form a Whole.  (The Parts may also be encoded as Part_1 and Part_2.)  There is a symmetrical relationship between the components that undergo the process, and afterwards the Parts are consumed and are no longer distinct entities that are easily discernable or separable in the Whole.  'Chuck merged the corpora.'' Chuck merged the corpora into a database.' 'Chuck merged the BNC with the AP Corpus into a database.' 'The two forces merged into a single, undifferentiated mass of murderous mayhem.(Sense 2)' 'Melt the butter, then blend it with the room temperature milk. CNI'  ",Confidence: 0.740,,v
13,8,I use the pencil.,use,pencil,Using_resource,,yes,,"An Agent has access to a finite amount of some Resource and uses it in some way to complete a Purpose. The specific Portion of the Resource may be stated, and after the Resource is spent, it is no longer available to the Agent. The Means by which the Resource is used may be mentioned, but it is often implied by the stated Purpose or understood based on what the Resource is.  'I used half of the bag of dirt to plant the roses.' 'She just spends all her time sitting in front of the television.'",Confidence: 0.696,,
13,9,I use the pencil.,use,pencil,Filling,,no,,"These are words relating to filling containers and covering areas with some thing, things or substance, the Theme. The area or container can appear as the direct object with all these verbs, and is designated Goal because it is the goal of motion of the Theme. Corresponding to its nuclear argument status, it is also affected in some crucial way, unlike goals in other frames.  'Lionel Hutz coated the wall with paint. '",Confidence: 0.686,,
13,10,I use the pencil.,use,pencil,Scrutiny,,no,,"This frame concerns a Cognizer (a person or other intelligent being) paying close attention to something, the Ground, in order to discover and note its salient characteristics.  The Cognizer may be interested in a particular characteristic or entity, the Phenomenon, that belongs to the Ground or is contained in the Ground (or to ensure that such a property of entity is not present).  Some words in this frame allow alternate expressions of the Groundand the Phenomenon: 'We searched the yard  for my contact lens.'",Confidence: 0.665,,
13,11,I use the pencil.,use,pencil,Forgiveness,,no,,"A Judge refrains from imposing, or demanding a punishment for an Evaluee who has committed an Offense.  'God forgives repentant sinners.' 'Won't you forgive me for keeping it a secret?'",Confidence: 0.664,,
13,12,I use the pencil.,use,pencil,Attaching,,no,,"The Attaching frame covers two situations: a scene in which somebody causes one thing to be physically connected to something else; or a scene in which somebody causes two things to be connected to each other.  In the first, the frame includes an Agent who attaches an Item to a Goal by manipulating a Connector, creating an asymmetric relationship between the Item and the Goal.  In the second, the Agent attaches two Items to each other, where each serves as a Goal for the other, creating a symmetric relationship between the two Items. In both cases, the  Connector remains to bind the two entities (either Item and Goal, or two Items), without creating a new entity.  'The robber tied Harry to the chair.'  'Make sure you bind his wrists as tightly as possible.'",Confidence: 0.621,,
13,13,I use the pencil.,use,pencil,,,,,,,,
13,14,I use the pencil.,use,pencil,,,,,,,,
14,1,I drop the pencil.,drop,pencil,Body_movement,,yes,,"This frame contains words for motions or actions an Agent performs using some part of his/her body.   A number of words in this frame occur as blends with Communication, in which the action has an Addressee.  For example,   'Pat nodded at Kim.'  These examples differ from Communication.Gesture in that no specific message need be expressed, as in  'She nodded to him to sit down.'  Since this frame involves a particular type of motion, it contains the frame elements Source, Path, Goal and Area, which originate in the motion frame.  All of these frame elements are generally expressed in PP Complements.  'The boy swung his legs from under the table.'",Confidence: 0.801,,v
14,2,I drop the pencil.,drop,pencil,Change_position_on_a_scale,,no,,"This frame consists of words that indicate the change of an Item's position on a scale (the Attribute) from a starting point (Initial_value) to an end point (Final_value). The direction (Path) of the movement can be indicated as well as the magnitude of the change (Difference).  The rate of change of the value (Speed) is optionally indicated.  Another scale (Correlate), which the values are correlated with, is indicated if it is not the default correlate (namely, absolute time).  '' The distinction between Attributes and Items is not always an easy one. The clear cases involve the expression of the Attribute in an in-PP.  'Hawke's Bay winery doubled in size last year.'  'The amount you can deduct, then, depends on whether or not the stock has increased in value during the period you have owned it.'  Other clear cases of Attributes involve NP's like size, quality, number, value that denote abstract attributes rather than events or classes of things.   '' The analysis is more complicated when an event-denoting noun phrase occurs as the subject and the sentence has no in-PP. In the simplest cases, where the Attribute is the number of occurrences of the event, the Attribute is usually left implicit, as in exx. 1 and 2, the Attribute below.  '(1)Accidents increased 20% to 345.' '(1--second FE layer)Accidents increased 20% to 345.' '(2) Attacks on civilians decreased over the last 4 months  DNI.'  In cases  like (1), we will tag the Attribute on the second layer below the Final_value label, as that FE makes it clear that the Attribute is simply cardinality. In cases like (2), we tag it as DNI because in context the hearer has to understand a particular Attribute rather than just some or any appropriate Attribute of the Item.  Note that the above pattern can be compared to cases involving tangible Items, where the Attribute may similarly be missing when the incidence or frequency of the Item is specified.  '(3) Woodland birds increasedto their highest level since 1990 DNI.'   A more complicated case involving event-denoting subjects is when the Attribute measured is not the incidence of the type of event specified but rather an Attribute of an event-participant. In (4), it is not the number of times that turbot was caught that has changed but the amount of fish caught.  '(4) Turbot catches increased from around 100 tonnes in the 1960s to around 1,200 tonnes in the mid 1990s.' '(4-second FE layer) Turbot catches increased from around 100 tonnes in the 1960s to around 1,200 tonnes in the mid 1990s.'  (Note the 2nd layer annotation of the Attribute below the Initial_value and Final_value FEs, since they indicate that the Attribute is implicitly weight.)  Similarly, in (5), the report is (in context) about the total monetary value of the gifts, not about the number of donations made.  '(5)Overall Giving by Church Members increased  from 2000 to 2001'  As can be seen from the above examples, we consider the event nouns in uses such as (4) and (5) to also specify Items. Note that in cases like (4), we do not want to treat the subject NP ""turbot catches"" as an Attribute that includes information about the Item, since it would not make sense to restate (4) as follows:  '*Turbot increased in catches.'  Two more complications arise. First, certain nouns that do not, by their etymology, denote abstract attributes have a second sense in which they do denote an Attribute.  '(6) The population of Smallville increased fourfold to 807.'   Under one reading, (6a), the population could be understood as referring to ""the people"", in which case the Attribute cardinality is understood as unexpressed, as in (1),  (2), and (3).  The Attribute could be overtly specified:  '(6a) The population of Smallville increased fourfold in size to 807.'  Under another reading, (6b), population is an Attribute that habitats or locations possess. In this case, the whole NP ""the population of Smallville"" is treated as the Attribute and on the second layer ""of Smallville"" is tagged as Item.   '(6b) The population of Smallville increased fourfold to 807.' '(6b-second FE layer) The population of Smallville increased fourfold to 807.' Support for the possibility of this second reading comes from the fact that you can also state the facts as in (6c).  '(6c) Smallville increased fourfold in population to 807.'   The last complication is that Initial_value expressions can also function as the subject, which superficially look like expressions of Attribute.  '(7) The 1999 price had increased to $3400 by 2001.' '(7--second layer) The 1999 price had increased to $3400 by 2001.'  There is no Attribute ""1999 price"" here (though the concept is plausible in certain special statistical contexts where prices are indexed to prices of a particular year). (7) simply reports that the value of the price-Attribute changed from whatever it was in 1999 to the new value of $3400 by 2001. For sentence (7), Attribute would only be indicated as ""price"" on the 2nd layer. ",Confidence: 0.626,,
14,3,I drop the pencil.,drop,pencil,Perception_active,,no,,"This frame contains perception words whose perceivers intentionally direct their attention to some entity or phenomenon in order to have a perceptual experience.  For this reason we call the perceiver role in this frame Perceiver_agentive.    'She gazed upon him fondly.'  Comparing the Perception_active frame to the Perception_experience frame, we note that for some modalities there are different lexical items in each frame.  For instance, whereas Perception_active contains the verb phrase look at, Perception_experience contains see.   For other sense modalities, we find the same lexical item in both frames.  To illustrate, consider the verb smell.  This first sentence exemplifies the Perception_active use of the verb smell:'Smell this to see if it's fresh.CNI' This second sentence exemplifies its Perception_experience sense: 'I smell something rotten.'  ",Confidence: 0.533,,
14,4,I drop the pencil.,drop,pencil,Cause_change_of_position_on_a_scale,,no,,"This frame consists of words that indicate that an Agent or a Cause affects the position of an Item on some scale (the Attribute) to change it from an initial value (Value_1) to an end value (Value_2). The direction of the change (Path) can be encoded as well as the magnitude of the change (Difference). The rate of change of the value (Speed) can optionally be indicated as well as a second scale (Co_Variable), which the values are correlated with.  '' 'The company is raising the final dividend from 4.34p to 4.57p, to boost the total by 5.3 percent to 6.36p.'  'Similarly, a consumer boom will encourage the authorities to increase interest rates in order to keep money supply on target.'  'United Way of Central Indiana adds value to your investment.'",Confidence: 0.512,,
14,5,I drop the pencil.,drop,pencil,Change_posture,,no,,A Protagonist changes the overall position and posture of the body.  'Smithers leaned forward to grab the folder on the far side.',Confidence: 0.422,,
14,6,I drop the pencil.,drop,pencil,Drop_in_on,,no,,"A Visitor arrives at the Host_location as a guest of the Host, for the purpose of achieving a Purpose. The Purpose is often social in nature, i.e., the visit itself constitutes a goal.  'I'm gonna drop in on Kieth for a while.' ",Confidence: 0.412,,
14,7,I drop the pencil.,drop,pencil,Cause_motion,,yes,,"An Agent causes a Theme to move from a Source, along a Path, to a Goal.  Different members of the frame emphasize the trajectory to different degrees, and a given instance of the frame will usually leave some of the Source, Path and/or Goal implicit. The completion of motion is not required (unlike the Placing frame, see below), although individual sentences annotated with this frame may emphasize the Goal.   '' This frame is very broad and contains several different kinds of words that refer to causing motion.  Some words in this frame do not emphasize the Manner/Means of causing the motion (transfer.v, move.v).  For many of the others (cast.v, throw.v, chuck.v, etc.), the Agent has control of the Theme only at the Source of motion, and does not experience overall motion.  For others (e.g. drag.v, push.v, shove.v, etc.) the Agent has control of the Theme throughout the motion; for these words, the Theme is resistant to motion due to some friction with the surface along which they move.    'She threw her shoes into the dryer .' 'The mechanic dragged the jack out from under the car .' 'We will move the sofa out of the room through the french doors, down the stairs, and onto the sidewalk .' '' ''  This frame is used in a very large number of productive metaphors, not all of which can be outlined here.  The most salient types include causing an entity, construed as a Theme, to change state from an initial state (Source) via an intermediate state (Path) to a final state (Goal): 'Hillary was catapulted to stardom and his life has never been the same since . CNI' 'She felt as though flung from health to illness and back by the day , by the hour .' 'Once our parents are dead , we are catapulted into becoming the older generation ourselves . CNI' 'Croquet was pushed out by tennis .' ''  A particularly divergent subtype casts changing someone's intentions as changing their location: 'Democratsforced the Senate into a rare closed door session .' 'He nudged Mrs Thatcher towards acceptance of a unified Germany .' ''  Another subtype is specifically about causing a change in quantity (the Theme) through some sequence of values (Source, Path, and Goal): 'Bonus payments would be handed out for pushing up voting levels CNI .' ''  Another type, with many subtypes, involves causing an action or state (construed as a Theme) to have an effect on another person or location or conceptual domain. In such cases, theGoal is used for the final affected domain, and Source for initial affected domain, Path for an intermediate affected domain, and Distance for degree of difference between original application of the action and final: 'Jake had been hurling these same insults at her now for years' 'One can not press this argument too far .' 'She shoved the thought to the very back of her mind .' 'She flung him a savage little smile .' All of the foregoing metaphorical uses are annotated in this frame and marked ""Metaphor"", since they seem to be semantically motivated and not lexically idiosyncratic. '' ''  This frame contrasts with the following frames which talk about an Agent changing a Theme's position with respect to a landmark (either Source or Goal): ''  In Placing, the figure (Theme) is profiled as the object, and ends up on the ground (Goal).  The focus is on the final stage of motion, in which the Theme ends up at the Goal, and usually stably remains there. 'Joyce placed the flowers onto the bed.' ''  In Filling, the ground (Goal) is profiled as the object, and the figure (Theme) ends up on the ground (Goal). 'John filled the box with old toys.' ''  In Removing, the figure (Theme) is profiled, and is removed from the ground (Source). 'Jennifer removed the flowers from the bed.' ''  In Emptying, the ground (Source) is profiled and the figure (Theme) is removed from it. 'Jason emptied the box of the old toys .' ''  Words of this frame also differ from the words of the Bringing frame in that they are more general:  either the Agent has a momentary interaction with the Theme that causes its motion, unlike the continuous causation of Bringing, or the Agent continuously acts on the Theme, but there is no supporting object that helps with the motion like the Carrier of the Bringing frame.  ",Confidence: 0.406,,
14,8,I drop the pencil.,drop,pencil,Path_shape,,no,,"The words in this frame describe the ""fictive"" motion of a stationary Road.  Some of the targets cast the scene primarily in terms of the Path_shape:  'The long mountain road meandered through the woods.'  Some of the words in this frame imply a Source or Goal which is expressed by a direct object:  'The path entered the garden on the west side.'  Other members of the frame refer to a Direction: 'Then the path bears a little to the right.'  Yet others indicate a Path which requires mention of a landmark:  'The otherwise arrow-straight highway veers north and skirts the lake.'",Confidence: 0.262,,
14,9,I drop the pencil.,drop,pencil,Motion_directional,,yes,,"In this frame a Theme moves in a certain Direction which is often determined by gravity or other natural, physical forces. The Theme is not necessarily a self-mover.  ' The paper fell to the floor.'  ' The girl dropped 13 stories to her death.'",Confidence: 0.192,,
14,10,I drop the pencil.,drop,pencil,Giving_birth,,no,,A Mother and Father produce a Child or an Egg. 'Betty bore Gerry three intelligent daughters.',Confidence: 0.088,,
14,11,I drop the pencil.,drop,pencil,,,,,,,,
14,12,I drop the pencil.,drop,pencil,,,,,,,,
14,13,I drop the pencil.,drop,pencil,,,,,,,,
14,14,I drop the pencil.,drop,pencil,,,,,,,,
15,1,I throw the pencil.,throw,pencil,Excreting,,no,,An Excreter excretes Excreta.  'Principal Skinner burped on me.' 'Lenny and Karl pee three times a day.',Confidence: 0.926,,v
15,2,I throw the pencil.,throw,pencil,Undressing,,no,,A Wearer removes an item of Clothing from a Body_location (the part of the body that the Clothing is prototypically worn on.)  'Walking on sand is better if you take off your shoes. INI',Confidence: 0.827,,v
15,3,I throw the pencil.,throw,pencil,Cause_motion,,yes,,"An Agent causes a Theme to move from a Source, along a Path, to a Goal.  Different members of the frame emphasize the trajectory to different degrees, and a given instance of the frame will usually leave some of the Source, Path and/or Goal implicit. The completion of motion is not required (unlike the Placing frame, see below), although individual sentences annotated with this frame may emphasize the Goal.   '' This frame is very broad and contains several different kinds of words that refer to causing motion.  Some words in this frame do not emphasize the Manner/Means of causing the motion (transfer.v, move.v).  For many of the others (cast.v, throw.v, chuck.v, etc.), the Agent has control of the Theme only at the Source of motion, and does not experience overall motion.  For others (e.g. drag.v, push.v, shove.v, etc.) the Agent has control of the Theme throughout the motion; for these words, the Theme is resistant to motion due to some friction with the surface along which they move.    'She threw her shoes into the dryer .' 'The mechanic dragged the jack out from under the car .' 'We will move the sofa out of the room through the french doors, down the stairs, and onto the sidewalk .' '' ''  This frame is used in a very large number of productive metaphors, not all of which can be outlined here.  The most salient types include causing an entity, construed as a Theme, to change state from an initial state (Source) via an intermediate state (Path) to a final state (Goal): 'Hillary was catapulted to stardom and his life has never been the same since . CNI' 'She felt as though flung from health to illness and back by the day , by the hour .' 'Once our parents are dead , we are catapulted into becoming the older generation ourselves . CNI' 'Croquet was pushed out by tennis .' ''  A particularly divergent subtype casts changing someone's intentions as changing their location: 'Democratsforced the Senate into a rare closed door session .' 'He nudged Mrs Thatcher towards acceptance of a unified Germany .' ''  Another subtype is specifically about causing a change in quantity (the Theme) through some sequence of values (Source, Path, and Goal): 'Bonus payments would be handed out for pushing up voting levels CNI .' ''  Another type, with many subtypes, involves causing an action or state (construed as a Theme) to have an effect on another person or location or conceptual domain. In such cases, theGoal is used for the final affected domain, and Source for initial affected domain, Path for an intermediate affected domain, and Distance for degree of difference between original application of the action and final: 'Jake had been hurling these same insults at her now for years' 'One can not press this argument too far .' 'She shoved the thought to the very back of her mind .' 'She flung him a savage little smile .' All of the foregoing metaphorical uses are annotated in this frame and marked ""Metaphor"", since they seem to be semantically motivated and not lexically idiosyncratic. '' ''  This frame contrasts with the following frames which talk about an Agent changing a Theme's position with respect to a landmark (either Source or Goal): ''  In Placing, the figure (Theme) is profiled as the object, and ends up on the ground (Goal).  The focus is on the final stage of motion, in which the Theme ends up at the Goal, and usually stably remains there. 'Joyce placed the flowers onto the bed.' ''  In Filling, the ground (Goal) is profiled as the object, and the figure (Theme) ends up on the ground (Goal). 'John filled the box with old toys.' ''  In Removing, the figure (Theme) is profiled, and is removed from the ground (Source). 'Jennifer removed the flowers from the bed.' ''  In Emptying, the ground (Source) is profiled and the figure (Theme) is removed from it. 'Jason emptied the box of the old toys .' ''  Words of this frame also differ from the words of the Bringing frame in that they are more general:  either the Agent has a momentary interaction with the Theme that causes its motion, unlike the continuous causation of Bringing, or the Agent continuously acts on the Theme, but there is no supporting object that helps with the motion like the Carrier of the Bringing frame.  ",Confidence: 0.723,,v
15,4,I throw the pencil.,throw,pencil,Body_movement,,yes,,"This frame contains words for motions or actions an Agent performs using some part of his/her body.   A number of words in this frame occur as blends with Communication, in which the action has an Addressee.  For example,   'Pat nodded at Kim.'  These examples differ from Communication.Gesture in that no specific message need be expressed, as in  'She nodded to him to sit down.'  Since this frame involves a particular type of motion, it contains the frame elements Source, Path, Goal and Area, which originate in the motion frame.  All of these frame elements are generally expressed in PP Complements.  'The boy swung his legs from under the table.'",Confidence: 0.680,,
15,5,I throw the pencil.,throw,pencil,Cause_to_amalgamate,,no,,"These words refer to an Agent joining Parts to form a Whole.  (The Parts may also be encoded as Part_1 and Part_2.)  There is a symmetrical relationship between the components that undergo the process, and afterwards the Parts are consumed and are no longer distinct entities that are easily discernable or separable in the Whole.  'Chuck merged the corpora.'' Chuck merged the corpora into a database.' 'Chuck merged the BNC with the AP Corpus into a database.' 'The two forces merged into a single, undifferentiated mass of murderous mayhem.(Sense 2)' 'Melt the butter, then blend it with the room temperature milk. CNI'  ",Confidence: 0.477,,
15,6,I throw the pencil.,throw,pencil,Dressing,,no,,"A Wearer puts on an item of Clothing, which then occupies the Body_location.  'You didn't have to dress like a pirate to impress me. INI' 'He put on his thickest pair of gloves and then went back out to see if he could move them now. INI' 'Jack put on his watch - on his right wrist, and checked the time.'",Confidence: 0.472,,
15,7,I throw the pencil.,throw,pencil,Change_of_leadership,,no,,"This frame concerns the appointment of a New_leader or removal from office of an Old_leader.  The Selector brings about the change in leadership, for example, by electing or overthrowing a leader. Some words in the frame describe the successful removal from office of a leader (e.g. depose, oust), others simply the attempt (e.g. uprising, rebellion).   'On March 17 , Mamedov appointed Rakhim Gasiyev as Defence Minister .'    ",Confidence: 0.198,,
15,8,I throw the pencil.,throw,pencil,,,,,,,,
15,9,I throw the pencil.,throw,pencil,,,,,,,,
15,10,I throw the pencil.,throw,pencil,,,,,,,,
15,11,I throw the pencil.,throw,pencil,,,,,,,,
15,12,I throw the pencil.,throw,pencil,,,,,,,,
15,13,I throw the pencil.,throw,pencil,,,,,,,,
15,14,I throw the pencil.,throw,pencil,,,,,,,,
16,1,I pick up the pencil.,pick,pencil,Choosing,,no,,"A Cognizer decides upon the Chosen (either an item or a course of action) out of a set of  Possibilities .  The Cognizer may have an Inherent_purpose or a Larger_purpose for the Chosen.  Often an Explanation, which serves as the basis of the choice, is given.  'The council picked you out of all the pilots available to head this mission.' 'No one would choose to live in such squalor.' 'If no judge was unanimously selected in the previous round, play rock-paper-scissors pairwise. CNI' ",Confidence: 0.800,,v
